UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
1655125656,-8.896,43.42,67,400,12794,20659,937.478,2.17,2.25,14.92,2.326,0.053,1348,0
1654734482,27.046,50.23,17,400,13061,19950,939.771,0.41,0.42,2.8,0.437,0.01,1151,0
1654744208,4.95,54.59,986,642,12800,19478,939.071,2.36,2.45,16.21,2.528,0.057,10877,1
1654735591,20.106,47.84,0,400,13220,20161,939.635,1.15,1.2,7.93,1.236,0.028,2260,0
1655126706,0.459,45.81,189,449,12763,20534,937.341,1.91,1.99,13.18,2.055,0.046,2398,0
1654712620,26.63,45.96,50,400,12835,20720,937.508,1.68,1.74,11.56,1.802,0.041,433,0
1655129306,-9.291,25.26,60000,12962,11231,16405,936.831,7677.27,8640.23,51171.66,9033.621,830.465,4998,0
1654713557,29.08,40.75,65,400,12795,20668,937.469,1.98,2.06,13.64,2.127,0.048,1370,0
1654762700,16.61,55.49,0,400,13119,20022,939.702,0.59,0.61,4.05,0.632,0.014,1357,0
1654713499,29.12,40.69,60,400,12791,20665,937.488,1.76,1.83,12.12,1.889,0.043,1312,0
1654714099,28.94,41.13,128,405,12784,20589,937.353,1.67,1.74,11.5,1.793,0.04,1912,0
1654767104,21.02,55.18,25,400,13267,20236,939.697,1.99,2.07,13.71,2.138,0.048,5761,1
1654762861,15.55,54.99,17,400,13112,20008,939.677,0.49,0.51,3.37,0.525,0.012,1518,0
1654715548,26.3,47.3,219,424,12763,20504,937.446,1.69,1.76,11.63,1.814,0.041,3361,0
1654714339,28.9,41.28,133,401,12793,20594,937.35,1.7,1.77,11.72,1.828,0.041,2152,0
1654766618,19.68,54.81,17,400,13253,20210,939.703,2.3,2.39,15.82,2.467,0.056,5275,1
1654715377,25.96,48.53,200,422,12772,20515,937.366,1.69,1.76,11.66,1.819,0.041,3190,0
1655125087,6.734,44.64,97,447,12772,20659,937.54,1.87,1.94,12.86,2.005,0.045,779,0
1654764904,22.43,52.54,322,400,13117,19892,939.685,1.3,1.35,8.97,1.398,0.032,3561,1
1654764001,20.15,50,54,400,13206,20113,939.65,0.99,1.03,6.83,1.065,0.024,2658,0
1654734576,26.876,53.23,0,400,13085,19971,939.729,0.53,0.55,3.62,0.565,0.013,1245,0
1654745787,19.779,50.33,1120,585,12817,19448,939.005,2.13,2.22,14.68,2.289,0.052,12456,1
1654714386,28.6,41.96,104,400,12793,20614,937.338,1.66,1.73,11.44,1.783,0.04,2199,0
1654756672,-21.584,54.35,1300,400,12986,19407,938.711,1.6,1.67,11.03,1.721,0.039,23341,1
1654736263,12.438,51.55,148,400,13158,20022,939.63,0.93,0.97,6.43,1.003,0.023,2932,0
1655126296,-4.953,47.3,141,417,12779,20582,937.345,1.93,2.01,13.29,2.073,0.047,1988,0
1654712568,26.5,46.24,53,408,12832,20726,937.562,2.28,2.37,15.73,2.452,0.055,381,0
1654713417,28.5,42.57,70,400,12794,20662,937.499,2.1,2.18,14.45,2.254,0.051,1230,0
1654734957,25.292,52.07,21,400,13117,20013,939.603,0.69,0.71,4.72,0.736,0.017,1626,0
1654713135,29.24,40.56,67,400,12794,20699,937.531,1.93,2.01,13.29,2.073,0.047,948,0
1654733569,23.035,51.58,2,400,12622,19693,939.807,0.07,0.12,0.36,0.131,0.047,238,0
1654761668,11.38,55.25,9,400,12671,19715,939.787,0.06,0.09,0.35,0.093,0.025,325,0
1654736121,14.167,45.92,121,400,13178,20058,939.627,1.01,1.05,6.98,1.088,0.025,2790,0
1654763777,20.25,47.83,40,400,13201,20123,939.612,1.21,1.26,8.32,1.297,0.029,2434,0
1654764969,22.6,51.36,330,400,13108,19885,939.665,1.4,1.45,9.63,1.502,0.034,3626,1
1654739809,-7.112,55.83,202,400,13153,20062,939.654,0.61,0.64,4.22,0.658,0.015,6478,1
1654748159,13.808,49,1107,448,12863,19447,938.832,1.96,2.04,13.49,2.103,0.047,14828,1
1654735260,23.15,52.75,79,400,13109,19976,939.625,0.55,0.57,3.78,0.589,0.013,1929,0
1654736228,12.867,46.81,137,400,13166,20035,939.643,0.84,0.88,5.8,0.905,0.02,2897,0
1654735621,19.8,53.62,24,400,13192,20136,939.59,1.15,1.19,7.9,1.232,0.028,2290,0
1654765740,22.25,48.51,86,400,13241,20125,939.661,2.26,2.34,15.53,2.422,0.055,4397,1
1654753137,18.211,50.33,1149,400,12932,19441,938.714,1.89,1.96,13,2.027,0.046,19806,1
1654749479,12.229,49.24,1140,400,12879,19442,938.768,1.72,1.79,11.87,1.85,0.042,16148,1
1655127812,12.535,44.3,0,400,13180,21025,937.462,1.91,1.98,13.12,2.046,0.046,3504,0
1654717350,55.71,19.22,60000,10154,11366,16471,936.808,7255.55,15485.54,29969.28,17291.812,7890.227,5163,0
1654738320,-8.284,50.65,35,400,13244,20175,939.677,1.99,2.07,13.73,2.14,0.048,4989,1
1655128534,19.716,35.18,10136,400,12858,19296,936.86,0.44,0.46,3.04,0.473,0.011,4226,0
1654714512,28.73,41.65,148,406,12791,20575,937.336,1.94,2.01,13.34,2.079,0.047,2325,0
1655127447,19.244,49.14,199,441,12765,20514,937.385,1.48,1.54,10.21,1.592,0.036,3139,0
1654715045,28.62,42.8,171,422,12774,20555,937.428,1.79,1.86,12.34,1.925,0.043,2858,0
1654785634,24.36,53.47,1343,400,12995,19384,938.796,2.08,2.16,14.31,2.232,0.05,24291,1
1654762504,16.76,49.36,11,400,13057,19947,939.79,0.39,0.4,2.66,0.415,0.009,1161,0
1654714523,26.65,44.26,143,416,12781,20572,937.327,1.95,2.03,13.44,2.096,0.047,2336,0
1654784994,26.64,49.07,1362,400,12975,19382,938.707,1.61,1.68,11.11,1.732,0.039,23651,1
1654713685,26.63,44.85,99,414,12779,20632,937.426,2.16,2.24,14.85,2.316,0.052,1498,0
1654717180,48.89,24.54,60000,9971,11377,16527,936.845,5424.6,5865.99,36757.37,6097.113,354.777,4993,0
1654774785,26.05,52.63,1059,498,12853,19462,938.885,1.92,1.99,13.18,2.056,0.046,13442,1
1655125334,-4.961,46.27,66,400,12790,20675,937.537,2.14,2.22,14.7,2.292,0.052,1026,0
1655124867,18.287,46.5,65,407,12823,20699,937.484,2.05,2.13,14.13,2.204,0.05,559,0
1654734282,27.083,54.17,21,400,13003,19907,939.764,0.17,0.17,1.15,0.18,0.004,951,0
1654776880,24.48,53.54,1176,431,12868,19437,938.81,1.49,1.55,10.26,1.6,0.036,15537,1
1655128500,19.214,37.06,8130,400,12975,19436,936.887,0.47,0.49,3.22,0.502,0.011,4192,0
1654754628,-1.915,53.9,1293,400,12951,19395,938.696,1.99,2.07,13.7,2.137,0.048,21297,1
1654771946,26.03,48.79,931,664,12795,19500,939.062,2.06,2.14,14.19,2.213,0.05,10603,1
1654745302,16.502,46.95,1143,617,12806,19434,939.047,2.16,2.24,14.86,2.317,0.052,11971,1
1654712751,28.21,45.61,46,400,12847,20730,937.496,1.84,1.91,12.66,1.975,0.045,564,0
1655128787,19.909,21.75,22605,613,12710,18912,936.899,0.64,0.66,4.4,0.686,0.015,4479,0
1654736219,12.977,51.05,119,400,13175,20051,939.648,0.98,1.02,6.78,1.057,0.024,2888,0
1654734393,27.119,53.28,24,400,13034,19931,939.785,0.4,0.42,2.78,0.434,0.01,1062,0
1655125142,3.802,41.37,115,447,12767,20645,937.573,2.27,2.36,15.62,2.436,0.055,834,0
1655128658,20.773,28.73,11727,400,12820,19217,936.873,0.57,0.59,3.93,0.613,0.014,4350,0
1654713263,26.98,43.5,123,422,12770,20616,937.509,2.2,2.29,15.14,2.361,0.053,1076,0
1655129405,-15.404,22.61,60000,24450,10891,15649,936.808,10900.84,20253.55,52594.24,22377.039,8930.547,5097,0
1655127869,12.145,44.74,0,400,13240,21182,937.48,1.91,1.98,13.15,2.05,0.046,3561,0
1654748038,14.308,49.44,1141,469,12868,19441,938.905,1.58,1.64,10.88,1.697,0.038,14707,1
1654763925,18.05,52.84,63,400,13197,20106,939.633,0.85,0.88,5.83,0.909,0.021,2582,0
1654734100,26.703,50.3,7,400,12951,19889,939.778,0.22,0.22,1.48,0.231,0.005,769,0
1655124977,12.69,46.19,79,449,12786,20678,937.491,2.31,2.4,15.88,2.476,0.056,669,0
1654712702,29.21,40.78,65,400,12836,20706,937.529,2.01,2.09,13.85,2.159,0.049,515,0
1655127749,13.275,44.71,0,400,13236,21164,937.44,2.05,2.13,14.12,2.202,0.05,3441,0
1654734110,26.735,52.56,16,400,12942,19881,939.754,0.27,0.28,1.88,0.293,0.007,779,0
1654716213,28.39,58.93,2250,400,13382,20044,936.975,0.69,0.71,4.73,0.737,0.017,4026,0
1654716621,48.92,23.38,15466,623,12701,19004,936.91,0.89,0.92,6.09,0.95,0.021,4434,0
1654778134,24.57,53.34,1166,402,12896,19448,938.769,1.69,1.75,11.61,1.811,0.041,16791,1
1654766622,19.62,55.01,10,400,13251,20216,939.707,2.09,2.18,14.42,2.248,0.051,5279,1
1655124850,19.083,45.02,110,416,12818,20647,937.479,2.2,2.29,15.15,2.362,0.053,542,0
1655129345,-11.846,23.95,60000,21069,10943,15952,936.84,11120.13,19049.44,57701.38,20899.828,7545.883,5037,0
1654761879,14.31,50.23,14,400,12814,19808,939.821,0.14,0.15,0.92,0.158,0.012,536,0
1654763248,19.2,47.66,66,400,13118,19983,939.643,0.57,0.59,3.91,0.609,0.014,1905,0
1654713543,28.73,41.55,81,400,12787,20641,937.492,2.12,2.2,14.59,2.275,0.051,1356,0
1654733913,25.867,51.64,2,400,12841,19819,939.827,0.28,0.3,1.88,0.315,0.02,582,0
1654716066,27.11,40.58,166,400,13204,20984,937.056,1.81,1.88,12.48,1.946,0.044,3879,0
1654765705,20.18,52.51,115,400,13224,20112,939.647,2.21,2.3,15.22,2.374,0.054,4362,1
1654713560,27.69,40.82,97,426,12767,20621,937.457,1.84,1.91,12.67,1.975,0.045,1373,0
1654740406,-5.104,56.47,241,400,13130,20026,939.572,0.37,0.38,2.54,0.396,0.009,7075,1
1654762944,18.05,50.73,0,400,13137,20045,939.599,0.5,0.52,3.47,0.541,0.012,1601,0
1654781933,26.65,47.95,982,400,13013,19482,938.716,2.28,2.37,15.69,2.446,0.055,20590,1
1654714090,28.79,41.5,130,400,12786,20586,937.38,1.64,1.7,11.29,1.761,0.04,1903,0
1654783151,27.01,47.62,1318,400,12961,19398,938.719,1.98,2.06,13.65,2.128,0.048,21808,1
1655125418,-7.517,42.54,106,400,12791,20630,937.522,1.97,2.04,13.54,2.111,0.048,1110,0
1654741183,-4.1,55.1,303,400,13112,19961,939.422,0.25,0.26,1.74,0.271,0.006,7852,1
1654761773,12.2,50.81,29,400,12720,19731,939.844,0.15,0.18,0.94,0.194,0.032,430,0
1654761964,11.84,57.23,10,400,12859,19826,939.845,0.21,0.22,1.45,0.227,0.005,621,0
1655125681,-8.659,40.82,97,426,12767,20621,937.457,1.84,1.91,12.67,1.975,0.045,1373,0
1654754339,2.885,49.38,1346,410,12947,19392,938.674,1.92,1.99,13.21,2.06,0.047,21008,1
1654745500,18.073,52.81,1055,587,12817,19470,938.998,2.19,2.27,15.07,2.349,0.053,12169,1
1654713521,26.06,47.24,62,400,12788,20667,937.454,2.34,2.43,16.12,2.514,0.057,1334,0
1654786059,24.31,54.21,1385,424,12982,19383,938.823,1.93,2,13.26,2.067,0.047,24716,1
1654733911,25.855,52.13,3,400,12849,19830,939.831,0.29,0.3,1.97,0.307,0.007,580,0
1654714404,26.57,44.8,136,422,12779,20578,937.328,1.56,1.62,10.73,1.674,0.038,2217,0
1654763181,18.82,49.02,55,400,13122,20003,939.617,0.72,0.75,4.98,0.776,0.018,1838,0
1654780316,26.8,48.39,1187,400,12917,19437,938.691,1.6,1.66,11,1.716,0.039,18973,1
1654734441,27.091,49.54,11,400,13053,19938,939.745,0.33,0.35,2.3,0.359,0.008,1110,0
1655125436,-7.925,40.72,112,400,12788,20633,937.498,1.57,1.63,10.78,1.681,0.038,1128,0
1654782878,24.41,53.78,1316,404,12954,19390,938.726,1.7,1.77,11.71,1.827,0.041,21535,1
1654717159,49.63,25.5,60000,13176,11221,16444,936.856,5791.53,6067.38,39734.68,6275.84,189.109,4972,0
1654778810,26.53,49.68,1163,400,12904,19449,938.715,1.56,1.62,10.76,1.679,0.038,17467,1
1654713035,26.43,46.33,92,409,12774,20647,937.57,1.84,1.91,12.67,1.976,0.045,848,0
1654749926,13.066,50.23,1147,421,12879,19439,938.753,1.89,1.96,13.01,2.028,0.046,16595,1
1654761853,11.52,56.96,17,400,12782,19776,939.823,0.29,0.33,1.97,0.34,0.027,510,0
1654734794,26.135,55.27,28,400,13091,19974,939.711,0.52,0.54,3.59,0.56,0.013,1463,0
1655129519,-20.364,13.67,60000,5120,11645,16996,936.724,3813.18,5876.59,21433.46,6382.627,1951.154,5211,0
1655129515,-20.239,13.27,60000,13489,11200,16528,936.757,7254.54,11937.98,38872.97,13049.215,4447.652,5207,0
1655129149,1.904,26.52,29157,529,12753,18837,936.828,23.55,24.47,162.1,25.277,0.571,4841,0
1655124314,20.379,44.13,33,463,12860,20746,937.575,2.36,2.45,16.21,2.528,0.057,6,0
1654764179,20.67,47.32,119,400,13185,20064,939.641,0.9,0.93,6.18,0.964,0.022,2836,0
1654734681,26.577,56.23,1,400,13095,19993,939.719,0.61,0.63,4.19,0.654,0.015,1350,0
1654774552,26.67,48.59,1073,513,12846,19462,938.876,2.16,2.24,14.84,2.314,0.052,13209,1
1654739336,-8.585,52.49,104,400,13206,20162,939.636,1.42,1.48,9.78,1.525,0.034,6005,1
1654774182,24.43,53.29,1040,545,12834,19471,938.904,2.08,2.17,14.35,2.237,0.051,12839,1
1654737424,-1.449,48.7,111,400,13222,20101,939.627,1.96,2.04,13.48,2.103,0.047,4093,1
1654782912,27.04,47.5,1300,400,12962,19401,938.736,1.7,1.76,11.69,1.823,0.041,21569,1
1654714698,28.88,41.93,164,433,12770,20561,937.327,1.84,1.92,12.7,1.98,0.045,2511,0
1655127562,16.929,48.89,197,419,12765,20524,937.38,1.77,1.84,12.17,1.898,0.043,3254,0
1654716983,40.8,20.94,0,400,13623,21355,936.836,0.84,0.87,5.79,0.903,0.02,4796,0
1654735965,16.015,51.68,64,400,13198,20108,939.643,1.13,1.17,7.76,1.211,0.027,2634,0
1654716218,28.63,60.64,2421,400,13385,20009,936.938,0.89,0.92,6.11,0.952,0.022,4031,0
1655127244,20.73,44.93,193,442,12763,20535,937.412,1.98,2.05,13.6,2.12,0.048,2936,0
1654717039,44.71,28.85,53046,1007,12501,18463,936.842,53.18,55.25,366.01,57.075,1.289,4852,0
1654717274,55.39,20.23,60000,17144,11022,15795,936.806,8752.56,15907.06,43121.27,17542.48,6825.941,5087,0
1654716397,38.79,38.78,9383,400,12881,19372,936.888,0.6,0.62,4.14,0.645,0.015,4210,0
1654778960,25,51.25,1164,408,12900,19438,938.727,1.59,1.65,10.94,1.707,0.039,17617,1
1655129100,5.374,18.77,0,400,13646,21402,936.826,0.85,0.88,5.82,0.908,0.02,4792,0
1655126918,10.318,44.01,150,413,12779,20562,937.342,1.74,1.81,11.97,1.866,0.042,2610,0
1654743113,-3.983,57.93,689,822,12719,19563,939.147,2.51,2.61,17.28,2.695,0.061,9782,1
1654763387,17.2,52.19,48,400,13130,20006,939.627,0.9,0.94,6.23,0.971,0.022,2044,0
1654783687,26.95,47.83,1329,400,12968,19393,938.728,1.94,2.02,13.36,2.084,0.047,22344,1
1655128279,15.272,73.14,1295,400,13338,20296,937.087,0.88,0.91,6.05,0.943,0.021,3971,0
1654736227,12.879,46.91,130,400,13157,20023,939.633,0.87,0.9,5.97,0.931,0.021,2896,0
1654751865,20.128,53.58,1258,409,12908,19414,938.717,1.64,1.7,11.26,1.755,0.04,18534,1
1654715008,26.29,47.14,193,443,12761,20531,937.42,1.46,1.52,10.07,1.57,0.035,2821,0
1655129905,-5.559,13.86,1609,400,13651,20278,936.657,0.75,0.78,5.18,0.808,0.018,5597,0
1654712793,26.63,45.82,104,410,12823,20658,937.503,2.14,2.22,14.7,2.293,0.052,606,0
1654714086,28.66,41.75,131,401,12787,20589,937.365,1.8,1.87,12.36,1.928,0.044,1899,0
1654733532,22.623,50.05,44,444,12574,19638,939.811,0.5,1.13,1.89,1.267,0.606,201,0
1654716170,27.7,74.47,1525,400,13410,20240,937.084,0.69,0.72,4.77,0.743,0.017,3983,0
1654714326,28.65,41.89,113,400,12795,20597,937.342,1.8,1.88,12.42,1.937,0.044,2139,0
1654712372,27.12,44.47,30,426,12843,20752,937.565,1.86,1.93,12.78,1.992,0.045,185,0
1655129303,-9.088,24.82,60000,10627,11343,16522,936.835,6470.89,7044.85,43727.96,7329.844,469.25,4995,0
1654763402,16.91,53.92,40,400,13131,20017,939.648,0.59,0.61,4.03,0.629,0.014,2059,0
1654761921,14.08,52.74,14,400,12840,19822,939.839,0.29,0.31,2.03,0.316,0.007,578,0
1654733809,25.194,50.02,8,400,12777,19790,939.828,0.1,0.12,0.67,0.126,0.015,478,0
1654742432,-5.241,53.41,363,400,13055,19904,939.294,0.48,0.5,3.28,0.512,0.012,9101,1
1654749763,12.697,53.35,1134,400,12889,19448,938.738,1.46,1.51,10.04,1.565,0.035,16432,1
1655127879,12.102,39.21,0,400,13331,21286,937.484,1.71,1.78,11.79,1.839,0.042,3571,0
1655129711,-20.584,12.32,10213,400,13226,19361,936.691,1.14,1.19,7.86,1.225,0.028,5403,0
1654765983,22.3,48.04,29,400,13256,20181,939.667,2,2.07,13.73,2.142,0.048,4640,1
1654714217,28.88,41.34,123,400,12791,20604,937.347,1.83,1.9,12.61,1.967,0.044,2030,0
1654735223,23.448,50.2,58,400,13128,19999,939.637,0.72,0.75,4.95,0.772,0.017,1892,0
1654714983,28.55,43,158,418,12773,20556,937.422,1.66,1.73,11.43,1.782,0.04,2796,0
1655125814,-6.844,46.71,82,400,12783,20646,937.414,1.96,2.03,13.47,2.1,0.047,1506,0
1654716722,55.03,20.84,42971,853,12572,18579,936.872,0.76,0.79,5.24,0.818,0.018,4535,0
1654783565,26.91,47.9,1358,404,12964,19385,938.707,1.94,2.02,13.38,2.086,0.047,22222,1
1654751667,19.537,50.89,1289,429,12899,19409,938.73,1.61,1.67,11.07,1.727,0.039,18336,1
1654763109,16.09,55.47,41,400,13113,20004,939.61,0.82,0.85,5.66,0.882,0.02,1766,0
1654715971,24.79,43.58,0,400,13403,21212,937.407,2.15,2.23,14.77,2.304,0.052,3784,0
1654763538,19.78,48.23,0,400,13191,20114,939.627,0.95,0.99,6.53,1.019,0.023,2195,0
1654717329,57.61,17.92,60000,22810,10912,15655,936.78,12470.08,32202.51,37468.94,36401.965,18984.734,5142,0
1655127353,20.524,42.42,187,427,12768,20536,937.339,1.77,1.84,12.17,1.898,0.043,3045,0
1654777780,24.49,53.55,1145,401,12887,19445,938.738,1.48,1.54,10.21,1.592,0.036,16437,1
1654715325,25.78,49.11,200,439,12764,20513,937.382,1.49,1.54,10.22,1.594,0.036,3138,0
1654746157,20.79,52.52,1065,554,12840,19464,938.918,2.12,2.2,14.6,2.277,0.051,12826,1
1654712375,27.02,44.79,27,424,12844,20751,937.569,1.9,1.97,13.06,2.037,0.046,188,0
1654763520,17.16,54.32,0,400,13181,20110,939.599,0.96,1,6.62,1.033,0.023,2177,0
1654903019,20.63,42.22,0,3998,12361,19710,931.207,1.51,1.88,9.63,1.994,0.338,14,0
1654750426,14.583,53.57,1145,400,12895,19442,938.8,2.14,2.22,14.73,2.296,0.052,17095,1
1655125947,-4.943,47.76,86,400,12788,20638,937.433,1.67,1.73,11.48,1.791,0.04,1639,0
1655125891,-5.68,47.81,70,400,12798,20656,937.433,1.98,2.06,13.62,2.124,0.048,1583,0
1654713588,25.91,47.64,81,400,12788,20645,937.465,1.81,1.88,12.45,1.942,0.044,1401,0
1654780242,24.44,53.9,1172,410,12916,19442,938.7,1.63,1.69,11.2,1.746,0.039,18899,1
1655128339,16.326,60.64,2421,400,13385,20009,936.938,0.89,0.92,6.11,0.952,0.022,4031,0
1655129407,-15.513,22.71,60000,13992,11183,15979,936.818,8241.95,15382.17,39592.84,17001.191,6819.016,5099,0
1654713542,28.72,41.72,72,400,12791,20655,937.491,2.11,2.19,14.5,2.261,0.051,1355,0
1655125119,5.017,41.85,67,400,12783,20690,937.555,2.05,2.13,14.1,2.199,0.05,811,0
1654778324,25.61,53.85,1096,400,12909,19458,938.797,1.66,1.72,11.41,1.779,0.04,16981,1
1655128932,15.405,13.19,8222,400,12955,19440,936.844,1.14,1.18,7.82,1.219,0.028,4624,0
1654785368,26.95,47.8,1247,400,12996,19412,938.764,1.63,1.7,11.25,1.754,0.04,24025,1
1655128514,19.429,37.75,9383,400,12867,19364,936.878,0.44,0.46,3.03,0.473,0.011,4206,0
1654775299,25.12,50.41,1109,510,12850,19449,938.942,1.83,1.9,12.59,1.963,0.044,13956,1
1654737634,-3.528,52.15,112,400,13223,20104,939.66,1.87,1.94,12.84,2.003,0.045,4303,1
1654753959,8.867,52.08,898,400,13030,19503,938.699,3.23,3.36,22.24,3.469,0.078,20628,1
1655129171,0.315,32.54,60000,1586,12207,18042,936.868,30.87,32.07,212.48,33.133,0.748,4863,0
1655129738,-19.54,11.54,6877,400,13329,19561,936.682,0.57,0.6,3.95,0.615,0.014,5430,0
1654716697,51.32,22.97,29898,705,12657,18789,936.927,0.79,0.82,5.41,0.843,0.019,4510,0
1655127341,20.624,43.53,166,431,12767,20540,937.316,1.8,1.87,12.42,1.937,0.044,3033,0
1654735798,17.911,53.77,8,400,13213,20145,939.62,0.97,1.01,6.66,1.038,0.023,2467,0
1655126551,-4.066,48.28,104,400,12798,20608,937.349,1.85,1.92,12.71,1.982,0.045,2243,0
1654733942,26.027,56.03,22,400,12847,19819,939.838,0.1,0.1,0.69,0.107,0.002,611,0
1654734021,26.407,54.12,2,400,12912,19865,939.788,0.17,0.17,1.14,0.178,0.004,690,0
1654763575,17.34,53.9,0,400,13202,20141,939.606,0.84,0.88,5.81,0.907,0.02,2232,0
1655126096,-4.082,41.23,123,411,12782,20595,937.405,1.97,2.04,13.53,2.109,0.048,1788,0
1655127937,11.997,40.31,0,400,13313,21163,937.436,1.91,1.99,13.17,2.054,0.046,3629,0
1654772411,26.2,48.89,1050,649,12801,19476,939.111,2.08,2.16,14.33,2.235,0.05,11068,1
1654712483,27.59,42.23,49,431,12825,20725,937.608,2.18,2.27,15.03,2.344,0.053,296,0
1655124352,22.514,38.61,13,428,12863,20777,937.581,1.85,1.92,12.71,1.982,0.045,44,0
1654737327,-0.415,48.91,140,400,13220,20071,939.629,2.01,2.09,13.85,2.159,0.049,3996,1
1654736723,6.711,54.53,274,400,13136,19937,939.655,1.87,1.94,12.84,2.003,0.045,3392,1
1654734166,26.889,52.14,28,400,12962,19879,939.788,0.16,0.16,1.08,0.169,0.004,835,0
1654770574,19.46,60.22,541,643,12807,19721,939.235,2.3,2.39,15.84,2.47,0.056,9231,1
1654714819,28.9,42,163,422,12774,20564,937.354,2.04,2.12,14.07,2.194,0.05,2632,0
1654713113,28.32,44.28,47,400,12801,20704,937.542,1.94,2.01,13.34,2.08,0.047,926,0
1654740114,-6.038,53.55,202,400,13154,20060,939.612,0.53,0.55,3.67,0.573,0.013,6783,1
1654762666,17.42,49.07,0,400,13102,19993,939.727,0.48,0.5,3.28,0.512,0.012,1323,0
1654716960,43.31,18.35,0,400,13617,21290,936.802,1.17,1.22,8.07,1.258,0.028,4773,0
1654715373,26.1,48.15,197,436,12765,20523,937.36,1.83,1.9,12.6,1.965,0.044,3186,0
1655129615,-22.002,11.09,60000,776,12617,18314,936.721,35.81,39.75,240.1,41.481,3.338,5307,0
1655125730,-8.073,41.16,70,400,12797,20667,937.458,2.08,2.16,14.32,2.233,0.05,1422,0
1654712645,29.31,40.48,60,400,12839,20709,937.542,1.95,2.02,13.41,2.092,0.047,458,0
1655124338,21.779,40.03,26,440,12863,20760,937.609,1.93,2.01,13.28,2.071,0.047,30,0
1654770977,23.45,55.84,766,735,12762,19540,939.141,2.74,2.85,18.86,2.942,0.066,9634,1
1654715222,28.5,43.17,172,428,12771,20544,937.31,1.84,1.91,12.68,1.977,0.045,3035,0
1655125134,4.222,40.53,86,409,12786,20665,937.553,2.07,2.15,14.26,2.223,0.05,826,0
1654763450,17.2,53.06,21,400,13133,20036,939.632,0.82,0.85,5.66,0.883,0.02,2107,0
1654762770,17.54,50.1,10,400,13105,20001,939.695,0.64,0.67,4.41,0.688,0.016,1427,0
1654715480,27.59,42.32,215,445,12760,20511,937.386,1.88,1.96,12.95,2.02,0.046,3293,0
1654714542,25.77,48.24,165,429,12778,20549,937.323,1.84,1.91,12.66,1.974,0.045,2355,0
1654743038,-4.268,53.19,743,899,12673,19541,939.181,2.41,2.5,16.57,2.584,0.058,9707,1
1654716505,42.98,30.48,7715,400,12968,19478,936.862,0.36,0.37,2.45,0.382,0.009,4318,0
1654750140,13.65,49.07,1069,400,12895,19450,938.768,1.45,1.51,10.01,1.562,0.035,16809,1
1655125209,0.41,45.29,83,404,12780,20669,937.545,2.08,2.16,14.31,2.232,0.05,901,0
1655124636,26.287,41.88,71,409,12835,20712,937.555,1.92,1.99,13.2,2.059,0.047,328,0
1654712472,29.7,39.53,23,400,12842,20752,937.577,1.96,2.03,13.48,2.101,0.047,285,0
1655129244,-4.967,26.32,60000,7880,11474,16760,936.849,2889.09,3001.66,19884.45,3100.744,70.035,4936,0
1654734377,27.123,50.78,7,400,13047,19953,939.784,0.37,0.39,2.56,0.399,0.009,1046,0
1654713396,26.23,46.74,79,400,12784,20657,937.516,2.17,2.25,14.92,2.327,0.053,1209,0
1654715197,25.93,48.51,192,440,12764,20526,937.337,1.99,2.07,13.69,2.135,0.048,3010,0
1654767462,19.2,55.69,152,400,13179,20116,939.673,0.87,0.9,5.99,0.934,0.021,6119,1
1655129792,-16.501,12.06,2875,400,13530,19943,936.714,0.82,0.85,5.62,0.876,0.02,5484,0
1654775454,26.77,48.23,1107,483,12859,19458,938.893,1.64,1.7,11.27,1.757,0.04,14111,1
1655126397,-5.242,41.34,125,404,12786,20600,937.34,1.88,1.95,12.93,2.017,0.046,2089,0
1654734027,26.432,51.94,7,400,12918,19864,939.789,0.13,0.13,0.87,0.136,0.003,696,0
1654786234,24.38,54.03,1331,425,12986,19391,938.856,1.75,1.82,12.04,1.878,0.042,24891,1
1655129067,7.62,19.61,0,400,13609,21254,936.837,0.9,0.94,6.2,0.967,0.022,4759,0
1654763517,17.19,54.13,0,400,13188,20122,939.619,0.9,0.94,6.2,0.967,0.022,2174,0
1655129252,-5.537,26.78,60000,10337,11353,16613,936.87,2576.2,2676.58,17730.96,2764.934,62.447,4944,0
1654780146,27.02,47.64,1193,400,12916,19432,938.71,1.81,1.88,12.45,1.941,0.044,18803,1
1654745875,20.142,50.79,1078,553,12832,19456,938.962,1.96,2.04,13.49,2.104,0.048,12544,1
1654762447,16.42,49.98,12,400,13051,19954,939.754,0.18,0.19,1.26,0.196,0.004,1104,0
1654773701,24.4,53.24,1036,575,12825,19471,938.991,2.04,2.12,14.06,2.192,0.05,12358,1
1654716082,25.37,40.55,26,400,13398,21142,937.042,1.73,1.8,11.9,1.855,0.042,3895,0
1654713205,26.83,44.5,74,404,12783,20672,937.538,2.23,2.31,15.33,2.391,0.054,1018,0
1654717834,46.55,15.93,1057,400,13666,20405,936.684,0.58,0.61,4.01,0.625,0.014,5647,0
1655130028,14.494,15.7,588,400,13766,20611,936.685,0.6,0.63,4.16,0.648,0.015,5720,0
1654763529,19.41,50.68,0,400,13201,20138,939.607,0.85,0.89,5.88,0.917,0.021,2186,0
